employer_name,city,state,occupation,soc_code,job_title,estimated_headcount,headcount_confidence,salary_min,salary_median,salary_max,salary_confidence,location_confidence,overall_confidence,industry,inference_source,record_type
Framingham Public Schools,Boston,MA,skilled_trades,,Skilled Trades,20,0.35,36552,60920,106778,0.6,0.9,0.189,k12_education,employer_db:h1b_estimate,inferred_archetype
Framingham Public Schools,Boston,MA,other,,Other,27,0.35,36552,60920,106778,0.6,0.9,0.189,k12_education,employer_db:h1b_estimate,inferred_archetype
The Home for Little Wanderers,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,33,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
The Home for Little Wanderers,Boston,MA,sales,41-0000,Sales and Related Occupations,20,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
The Home for Little Wanderers,Boston,MA,customer_service,,Customer Service,20,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
The Home for Little Wanderers,Boston,MA,management,11-1021,General and Operations Managers,13,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
The Home for Little Wanderers,Boston,MA,skilled_trades,,Skilled Trades,20,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
The Home for Little Wanderers,Boston,MA,other,,Other,27,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Alnylam US, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,30,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Alnylam US, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,18,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Alnylam US, Inc.",Boston,MA,customer_service,,Customer Service,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Alnylam US, Inc.",Boston,MA,management,11-1021,General and Operations Managers,12,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Alnylam US, Inc.",Boston,MA,skilled_trades,,Skilled Trades,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Alnylam US, Inc.",Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,scientists,19-1042,Medical Scientists,42,0.35,53604,89340,138264,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,research_associates,,Research Associates,18,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,manufacturing,,Manufacturing,14,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,quality_control,,Quality Control,9,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,regulatory,,Regulatory,6,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,software_developers,15-1252,Software Developers,9,0.35,84138,140230,204246,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,management,11-1021,General and Operations Managers,8,0.35,86136,143560,225890,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,6,0.35,29352,48920,73276,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Tessera Therapeutics, Inc.",Boston,MA,other,,Other,6,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Foundation Medicine, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,30,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Foundation Medicine, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,18,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Foundation Medicine, Inc.",Boston,MA,customer_service,,Customer Service,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Foundation Medicine, Inc.",Boston,MA,management,11-1021,General and Operations Managers,12,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Foundation Medicine, Inc.",Boston,MA,skilled_trades,,Skilled Trades,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Foundation Medicine, Inc.",Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
ATOS SYNTEL INC,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,30,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
ATOS SYNTEL INC,Boston,MA,sales,41-0000,Sales and Related Occupations,18,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
ATOS SYNTEL INC,Boston,MA,customer_service,,Customer Service,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
ATOS SYNTEL INC,Boston,MA,management,11-1021,General and Operations Managers,12,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
ATOS SYNTEL INC,Boston,MA,skilled_trades,,Skilled Trades,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
ATOS SYNTEL INC,Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,registered_nurses,29-1141,Registered Nurses,30,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,physicians,29-1216,Physicians,9,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,medical_technicians,,Medical Technicians,14,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,healthcare_support,,Healthcare Support,18,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,management,11-1021,General and Operations Managers,6,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,facilities,,Facilities,6,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Novartis Institutes for BioMedical Research, Inc.",Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Slalom, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,30,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Slalom, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,18,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Slalom, Inc.",Boston,MA,customer_service,,Customer Service,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Slalom, Inc.",Boston,MA,management,11-1021,General and Operations Managers,12,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Slalom, Inc.",Boston,MA,skilled_trades,,Skilled Trades,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Slalom, Inc.",Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,registered_nurses,29-1141,Registered Nurses,30,0.35,59004,98340,146552,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,physicians,29-1216,Physicians,9,0.35,151404,252340,366030,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,medical_technicians,,Medical Technicians,14,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,healthcare_support,,Healthcare Support,18,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,18,0.35,29352,48920,73276,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,management,11-1021,General and Operations Managers,6,0.35,86136,143560,225890,0.85,0.9,0.268,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,facilities,,Facilities,6,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
Massachusetts General Physicians Organization,Boston,MA,other,,Other,18,0.35,36552,60920,106778,0.6,0.9,0.189,healthcare,employer_db:h1b_estimate,inferred_archetype
"Medtronic, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,30,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Medtronic, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,18,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Medtronic, Inc.",Boston,MA,customer_service,,Customer Service,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Medtronic, Inc.",Boston,MA,management,11-1021,General and Operations Managers,12,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Medtronic, Inc.",Boston,MA,skilled_trades,,Skilled Trades,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Medtronic, Inc.",Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,software_developers,15-1252,Software Developers,48,0.35,84138,140230,204246,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,data_scientists,15-2051,Data Scientists,9,0.35,73668,122780,179830,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,product_managers,,Product Managers,9,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,designers,,Designers,6,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,sales,41-0000,Sales and Related Occupations,14,0.35,23352,38920,76048,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,management,11-1021,General and Operations Managers,9,0.35,86136,143560,225890,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,9,0.35,29352,48920,73276,0.85,0.9,0.268,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,support,,Support,7,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
Digital Masters Inc,Boston,MA,other,,Other,6,0.35,36552,60920,106778,0.6,0.9,0.189,technology,employer_db:h1b_estimate,inferred_archetype
"LLX Solutions, LLC",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,30,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"LLX Solutions, LLC",Boston,MA,sales,41-0000,Sales and Related Occupations,18,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"LLX Solutions, LLC",Boston,MA,customer_service,,Customer Service,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"LLX Solutions, LLC",Boston,MA,management,11-1021,General and Operations Managers,12,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"LLX Solutions, LLC",Boston,MA,skilled_trades,,Skilled Trades,18,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"LLX Solutions, LLC",Boston,MA,other,,Other,24,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,consultants,,Consultants,52,0.35,36552,60920,106778,0.6,0.9,0.189,consulting,employer_db:h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,analysts,,Analysts,21,0.35,36552,60920,106778,0.6,0.9,0.189,consulting,employer_db:h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,management,11-1021,General and Operations Managers,10,0.35,86136,143560,225890,0.85,0.9,0.268,consulting,employer_db:h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,10,0.35,29352,48920,73276,0.85,0.9,0.268,consulting,employer_db:h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,it_staff,,It Staff,5,0.35,36552,60920,106778,0.6,0.9,0.189,consulting,employer_db:h1b_estimate,inferred_archetype
"McKinsey & Company, Inc. United States",Boston,MA,other,,Other,5,0.35,36552,60920,106778,0.6,0.9,0.189,consulting,employer_db:h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,26,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,sales,41-0000,Sales and Related Occupations,15,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,customer_service,,Customer Service,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,management,11-1021,General and Operations Managers,10,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,skilled_trades,,Skilled Trades,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
InterSystems Corporation,Boston,MA,other,,Other,21,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,26,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,sales,41-0000,Sales and Related Occupations,15,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,customer_service,,Customer Service,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,management,11-1021,General and Operations Managers,10,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,skilled_trades,,Skilled Trades,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Red Hat, Inc.",Boston,MA,other,,Other,21,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,scientists,19-1042,Medical Scientists,36,0.35,53604,89340,138264,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,research_associates,,Research Associates,15,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,manufacturing,,Manufacturing,12,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,quality_control,,Quality Control,8,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,regulatory,,Regulatory,5,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,software_developers,15-1252,Software Developers,8,0.35,84138,140230,204246,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,management,11-1021,General and Operations Managers,7,0.35,86136,143560,225890,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,5,0.35,29352,48920,73276,0.85,0.9,0.268,biotech,employer_db:h1b_estimate,inferred_archetype
"Alexion Pharmaceuticals, Inc.",Boston,MA,other,,Other,5,0.35,36552,60920,106778,0.6,0.9,0.189,biotech,employer_db:h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,administrative,43-6014,Secretaries and Administrative Assistants,26,0.35,29352,48920,73276,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,sales,41-0000,Sales and Related Occupations,15,0.35,23352,38920,76048,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,customer_service,,Customer Service,15,0.35,36552,60920,106778,0.6,0.9,0.189,other,employer_db:h1b_estimate,inferred_archetype
The Devereux Foundation,Boston,MA,management,11-1021,General and Operations Managers,10,0.35,86136,143560,225890,0.85,0.9,0.268,other,employer_db:h1b_estimate,inferred_archetype
