employer_name,city,state,occupation,job_title,soc_code,estimated_headcount,salary_min,salary_median,salary_max,salary_confidence,headcount_confidence,location_confidence,overall_confidence,industry,source,record_type
CitiusTech Inc.,Boston,MA,support,Support,,5,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
CitiusTech Inc.,Boston,MA,other,Other,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Wayside Youth & Family Support Network, Inc.",Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Thermo Fisher Scientific Inc.,Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,registered_nurses,Registered Nurses,29-1141,22,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,physicians,Physicians,29-1216,7,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,medical_technicians,Medical Technicians,,10,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,healthcare_support,Healthcare Support,,13,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,13,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,management,General and Operations Managers,11-1021,4,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,facilities,Facilities,,4,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
"St. Jude Medical, Cardiology Division, Inc.",Boston,MA,other,Other,,13,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,22,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,sales,Sales and Related Occupations,41-0000,13,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,customer_service,Customer Service,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,management,General and Operations Managers,11-1021,9,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,skilled_trades,Skilled Trades,,13,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
PHILIPS NORTH AMERICA LLC,Boston,MA,other,Other,,18,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,registered_nurses,Registered Nurses,29-1141,22,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,physicians,Physicians,29-1216,7,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,medical_technicians,Medical Technicians,,10,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,healthcare_support,Healthcare Support,,13,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,13,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,management,General and Operations Managers,11-1021,4,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,facilities,Facilities,,4,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
THE VERITAS HEALTHCARE SOLUTIONS LLC,Boston,MA,other,Other,,13,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,registered_nurses,Registered Nurses,29-1141,18,59004,98340,146552,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,physicians,Physicians,29-1216,6,151404,252340,366030,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,medical_technicians,Medical Technicians,,9,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,healthcare_support,Healthcare Support,,11,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,11,29352,48920,73276,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,management,General and Operations Managers,11-1021,3,86136,143560,225890,0.85,0.35,0.9,0.268,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,facilities,Facilities,,3,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
Whitehead Institute for Biomedical Research,Boston,MA,other,Other,,11,36552,60920,106778,0.6,0.35,0.9,0.189,healthcare,h1b_estimate,inferred_archetype
CAPGEMINI AMERICA INC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
CAPGEMINI AMERICA INC,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
CAPGEMINI AMERICA INC,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
CAPGEMINI AMERICA INC,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
CAPGEMINI AMERICA INC,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
CAPGEMINI AMERICA INC,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Entegris, Inc. ",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Entegris, Inc. ",Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Entegris, Inc. ",Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Entegris, Inc. ",Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Entegris, Inc. ",Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Entegris, Inc. ",Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Bristol-Myers Squibb Company,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Bristol-Myers Squibb Company,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Bristol-Myers Squibb Company,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Bristol-Myers Squibb Company,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Bristol-Myers Squibb Company,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Bristol-Myers Squibb Company,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Adobe Inc.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Adobe Inc.,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Adobe Inc.,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Adobe Inc.,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Adobe Inc.,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Adobe Inc.,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
GlaxoSmithKline LLC,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
GlaxoSmithKline LLC,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
GlaxoSmithKline LLC,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
GlaxoSmithKline LLC,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
GlaxoSmithKline LLC,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
GlaxoSmithKline LLC,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Open Avenues Foundation,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Open Avenues Foundation,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Open Avenues Foundation,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Open Avenues Foundation,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Open Avenues Foundation,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Open Avenues Foundation,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Skyworks Solutions, Inc.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Skyworks Solutions, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Skyworks Solutions, Inc.",Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Skyworks Solutions, Inc.",Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"Skyworks Solutions, Inc.",Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Skyworks Solutions, Inc.",Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
XORIANT CORPORATION,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
XORIANT CORPORATION,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
XORIANT CORPORATION,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
XORIANT CORPORATION,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
XORIANT CORPORATION,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
XORIANT CORPORATION,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,software_developers,Software Developers,15-1252,30,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,data_scientists,Data Scientists,15-2051,6,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,product_managers,Product Managers,,6,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,designers,Designers,,3,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,sales,Sales and Related Occupations,41-0000,9,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,management,General and Operations Managers,11-1021,6,86136,143560,225890,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,6,29352,48920,73276,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,support,Support,,4,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"NTT DATA Services, LLC",Boston,MA,other,Other,,3,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
Hillcrest Educational Centers Inc.,Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"WAL-MART ASSOCIATES, INC.",Boston,MA,administrative,Secretaries and Administrative Assistants,43-6014,18,29352,48920,73276,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"WAL-MART ASSOCIATES, INC.",Boston,MA,sales,Sales and Related Occupations,41-0000,11,23352,38920,76048,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"WAL-MART ASSOCIATES, INC.",Boston,MA,customer_service,Customer Service,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"WAL-MART ASSOCIATES, INC.",Boston,MA,management,General and Operations Managers,11-1021,7,86136,143560,225890,0.85,0.35,0.9,0.268,other,h1b_estimate,inferred_archetype
"WAL-MART ASSOCIATES, INC.",Boston,MA,skilled_trades,Skilled Trades,,11,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"WAL-MART ASSOCIATES, INC.",Boston,MA,other,Other,,15,36552,60920,106778,0.6,0.35,0.9,0.189,other,h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,software_developers,Software Developers,15-1252,30,84138,140230,204246,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,data_scientists,Data Scientists,15-2051,6,73668,122780,179830,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,product_managers,Product Managers,,6,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,designers,Designers,,3,36552,60920,106778,0.6,0.35,0.9,0.189,technology,h1b_estimate,inferred_archetype
"Datadog, Inc.",Boston,MA,sales,Sales and Related Occupations,41-0000,9,23352,38920,76048,0.85,0.35,0.9,0.268,technology,h1b_estimate,inferred_archetype
